event_id,event_date,event_start_date,event_end_date,location_name,event_location_name,event_location_type,district,latitude,longitude,source,event_source,source_type,source_url,source_document,source_record_id,evidence_text,confidence,catalog_zone_match,temporal_grain,location_match_status,matched_flood_zone_id,matched_flood_zone_name,location_match_method,centroid_assigned_silently,observation_status,description,corroborating_sources,corroboration_count,weather_join_status,rainfall_prev_24h,rainfall_prev_72h,rainfall_prev_7d,rainfall_prev_14d,event_day_precipitation_mm,event_day_rainfall_24h,lead_time_eligible,in_daily_target
ifrc-mdrsl008-2019-08-01-kroobay,2019-08-01,2019-08-01,2019-08-02,Kroobay,Kroobay,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-kroobay,"The floods and landslides were triggered by a heavy and continuous downpour on 1st August 2019 from 10:00pm until the next morning on 2nd August 2019. Targeted communities include Kroobay, Kamayama, Kaningo, Bathurst, Berwick section, Culvert, Mabela, Dodo, Ogu Farm and Clinetown.",high,zone:kroo_bay,day,matched,zone:kroo_bay,Kroo Bay,verified_alternative_name,False,observed,"ONS/IFRC: overnight rain from 1 August 2019 22:00 until the morning of 2 August caused flooding in Kroobay, one of ten named Freetown communities in MDRSL008.",[],1,complete,28.0,91.69999999999999,189.8,356.3,7.2,7.2,True,True
ifrc-mdrsl008-2019-08-01-kamayama,2019-08-01,2019-08-01,2019-08-02,Kamayama,Kamayama,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-kamayama,Volunteers supported population by carrying on their bare backs a total of 40 people to cross the cut-off communities to main land in Kaningo and Kamayama. Targeted communities include Kamayama.,high,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: Kamayama flooded during the 1-2 August 2019 overnight downpour. Volunteers helped people cross cut-off communities to mainland in Kaningo and Kamayama.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-kaningo,2019-08-01,2019-08-01,2019-08-02,Kaningo,Kaningo,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-kaningo,"Targeted communities include Kroobay, Kamayama, Kaningo, Bathurst, Berwick section, Culvert, Mabela, Dodo, Ogu Farm and Clinetown.",high,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: Kaningo flooded during the 1-2 August 2019 overnight downpour.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-bathurst,2019-08-01,2019-08-01,2019-08-02,Bathurst,Bathurst,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-bathurst,"Persons affected were moved from their flooded homes in Moiba, Bathurst and Culvert communities to safer areas within the city.",high,,day,unmatched,,,unmatched_no_centroid,False,observed,"ONS/IFRC: people were moved from flooded homes in Moiba, Bathurst and Culvert during the 1-2 August 2019 floods.",[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-berwick-section,2019-08-01,2019-08-01,2019-08-02,Berwick Section,Berwick Section,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-berwick-section,"Ten communities in Freetown including Kroobay, Kamayama, Kaningo, Barthurst, Berwick section, Culvert, Mabela, Dodo, Ogu Farm and Clinetown.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: Berwick Section is one of ten named Freetown communities targeted after the 1-2 August 2019 floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-culvert,2019-08-01,2019-08-01,2019-08-02,Culvert,Culvert,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-culvert,"Persons affected were moved from their flooded homes in Moiba, Bathurst and Culvert communities to safer areas within the city.",high,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: Culvert homes were flooded during the 1-2 August 2019 overnight downpour.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-mabela,2019-08-01,2019-08-01,2019-08-02,Mabela,Mabela,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-mabela,"Ten communities in the city of Freetown including Kroobay, Kamayama, Kaningo, Barthurst, Berwick section, Culvert, Mabela, Dodo, Ogu Farm and Clinetown communities.",high,zone:mabella,day,matched,zone:mabella,Mabella,verified_alternative_name,False,observed,ONS/IFRC: Mabela is one of ten named Freetown communities affected by the 1-2 August 2019 floods.,[],1,complete,28.0,91.69999999999999,189.8,356.3,7.2,7.2,True,True
ifrc-mdrsl008-2019-08-01-dodo,2019-08-01,2019-08-01,2019-08-02,Dodo,Dodo,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-dodo,Some communities (e.g. Dodo in the western part of Freetown) have been reported to be cut-off. Dodo is among the ten named affected communities.,high,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: Dodo in western Freetown was reported cut-off during the 1-2 August 2019 floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-ogu-farm,2019-08-01,2019-08-01,2019-08-02,Ogu Farm,Ogu Farm,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-ogu-farm,"Ten communities in the city of Freetown including Kroobay, Kamayama, Kaningo, Barthurst, Berwick section, Culvert, Mabela, Dodo, Ogu Farm and Clinetown communities.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: Ogu Farm is one of ten named Freetown communities affected by the 1-2 August 2019 floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-clinetown,2019-08-01,2019-08-01,2019-08-02,Clinetown,Clinetown,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-clinetown,"Ten communities in the city of Freetown including Kroobay, Kamayama, Kaningo, Barthurst, Berwick section, Culvert, Mabela, Dodo, Ogu Farm and Clinetown communities.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: Clinetown is one of ten named Freetown communities affected by the 1-2 August 2019 floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-01-moiba,2019-08-01,2019-08-01,2019-08-02,Moiba,Moiba,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA citing ONS rapid needs assessment; disaster 1-2 August 2019,ifrc-mdrsl008-2019-08-01-moiba,"Persons affected were moved from their flooded homes in Moiba, Bathurst and Culvert communities to safer areas within the city.",high,,day,unmatched,,,unmatched_no_centroid,False,observed,ONS/IFRC: people were moved from flooded homes in Moiba during the 1-2 August 2019 floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl008-2019-08-06-tombo,2019-08-06,2019-08-06,2019-08-06,Tombo,Tombo,community,western_area_rural,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-emergency-plan-action-epoa-dref-n-mdrsl008-psl049,IFRC DREF MDRSL008 EPoA; Tombo dated 6 August 2019,ifrc-mdrsl008-2019-08-06-tombo,These volunteers have also been providing psychosocial support to affected households in Tombo community on 06 August.,medium,,day,unmatched,,,unmatched_no_centroid,False,observed,"IFRC MDRSL008 separately dates volunteer support in Tombo community on 6 August 2019, distinct from the 1-2 August Freetown overnight floods.",[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl013-2022-08-28-kroobay,2022-08-28,2022-08-28,2022-08-28,Kroobay,Kroobay,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-flash-floods-and-landslides-operation-update-report-1-dref-ndeg-mdrsl013,IFRC DREF MDRSL013 EPoA: 28 August 2022 Freetown flash floods; Kroobay listed among affected neighbourhoods,ifrc-mdrsl013-2022-08-28-kroobay,"Following the 28 August flash floods, IFRC/SLRCS targeted Kroobay among affected Freetown neighbourhoods. The final report records affected households in Kroobay.",medium,zone:kroo_bay,day,matched,zone:kroo_bay,Kroo Bay,verified_alternative_name,False,observed,IFRC MDRSL013 ties Kroobay to the 28 August 2022 Freetown flash floods. Kroobay was not in the original ONS seven-name 28 August list; it is named in the EPoA targeting and impact tables for that event.,[],1,complete,65.1,84.39999999999999,182.59999999999997,492.29999999999995,115.0,115.0,True,True
ifrc-mdrsl013-2022-08-28-kamayama,2022-08-28,2022-08-28,2022-08-28,Kamayama,Kamayama,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://adore.ifrc.org/Download.aspx?FileId=575545,IFRC DREF MDRSL013 EPoA: 28 August 2022 Freetown flash floods,ifrc-mdrsl013-2022-08-28-kamayama,"Provinces/areas targeted after the 28 August 2022 floods include Kamayama, Tengbeh town, Kaningo, Kroobay, Wellington, Colleh town, Culvert, Mount Aurel, Looking town and Lumley.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL013 names Kamayama among neighbourhoods affected by the 28 August 2022 Freetown flash floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ndma-2022-08-28-wellington-water-street,2022-08-28,2022-08-28,2022-08-28,Wellington,Wellington,community,western_area_urban,,,ndma_assessment,ndma_assessment,government_ndma,https://ndma.gov.sl/2022/10/24/freetown-flood-mitigation-ndma-partners-embark-on-cleaning-of-major-drainages-engage-stakeholders-in-prone-communities/,"NDMA: Freetown flood mitigation note, 24 Oct 2022, citing 28 August floods at Water Street, Wellington",ndma-2022-08-28-wellington-water-street,"The team started with Water Street, Wellington in the East End of Freetown, where a major waterway that usually gets flooded within the community was cleared. During the August 28th floods in Freetown, Water Street was amongst the hardest hit.",high,zone:wellington,day,matched,zone:wellington,Wellington,exact_community_name,False,observed,"NDMA: during the 28 August 2022 floods in Freetown, Water Street in Wellington was among the hardest hit. Same dated Wellington observation as IFRC MDRSL013; must merge, not double-count. | Corroboration: IFRC MDRSL013 names Wellington among neighbourhoods affected by the 28 August 2022 Freetown flash floods.","[{""event_source"": ""ifrc_dref"", ""source_type"": ""humanitarian_ifrc"", ""source_url"": ""https://adore.ifrc.org/Download.aspx?FileId=575545"", ""source_document"": ""IFRC DREF MDRSL013 EPoA: 28 August 2022 Freetown flash floods"", ""source_record_id"": ""ifrc-mdrsl013-2022-08-28-wellington"", ""note"": ""Merged as the same dated location; not a second flood.""}]",2,complete,65.1,84.39999999999999,182.59999999999997,492.29999999999995,115.0,115.0,True,True
ifrc-mdrsl013-2022-08-28-colleh-town,2022-08-28,2022-08-28,2022-08-28,Colleh Town,Colleh Town,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://adore.ifrc.org/Download.aspx?FileId=575545,IFRC DREF MDRSL013 EPoA: 28 August 2022 Freetown flash floods,ifrc-mdrsl013-2022-08-28-colleh-town,"Households were affected in Colleh town (60% female-headed). Communal latrines were disinfected in Culvert, Kolleh community, and Kroobay.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL013 names Colleh Town / Kolleh community among neighbourhoods affected by the 28 August 2022 Freetown flash floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
